,num__study_hours,num__self_study_hours,num__online_classes_hours,num__social_media_hours,num__gaming_hours,num__sleep_hours,num__screen_time_hours,num__exercise_minutes,num__caffeine_intake_mg,num__mental_health_score,num__age,num__part_time_job,num__upcoming_deadline,remainder__internet_quality,remainder__gender_Female,remainder__gender_Male,remainder__gender_Other,remainder__academic_level_High School,remainder__academic_level_Postgraduate,remainder__academic_level_Undergraduate
4227,-0.45677261898293475,-1.0633738716386416,0.5921319752807083,-0.1031790363614604,0.1657153573702506,-0.2777440064282523,-0.6028542207666421,1.3380604027684548,1.2567872726936258,0.9727208955243373,0.8709500837905791,1.0060181084889308,0.998001996005988,0,True,False,False,True,False,False
4676,0.9445642415312523,-1.4463010460178203,-0.7137735299372937,-0.18024236239402205,-1.4158830032205991,0.08963376959865917,-0.1681593785323033,-0.16887533279678626,0.003969089186636962,0.9727208955243373,0.8709500837905791,-0.9940178924830986,-1.002002004006012,0,False,False,True,True,False,False
800,1.4721263537248293,-0.4336714071039925,1.138790093744058,-0.14521357783376684,0.4458842098177726,-0.71347113613459,1.2161115753789888,-1.4903420547539976,1.3227250718255725,-0.16175774635456697,-0.8768927494235081,-0.9940178924830986,-1.002002004006012,2,False,False,True,True,False,False
3671,-1.2975747352914473,-0.7400131466073353,-0.3088415903348125,-1.1050022747847632,0.3374317508058285,1.4993391892368082,-0.28210851193353753,-1.0034858940329197,1.4472742479636942,0.21640180093840114,-0.17775561613787322,-0.9940178924830986,0.998001996005988,1,False,True,False,True,False,False
4193,-0.7919943777726033,1.327793595040229,-0.8757463057782864,-0.5515474787327286,-0.5573010360427093,-0.34609336010767777,-1.5524303324435953,1.1525913891604251,-0.911833676534846,0.21640180093840114,-1.2264613160663256,-0.9940178924830986,-1.002002004006012,2,False,False,True,True,False,False
2968,-1.594328423400334,1.23418917463643,-1.9285693487447375,-0.9508756227196397,0.25609240654687065,0.004197077499376922,0.827840454159968,1.5698966697784917,0.9270982770338918,1.7290399901102735,1.5700872170762141,1.0060181084889308,-1.002002004006012,1,False,True,False,False,False,True
4793,-0.022632964156971067,0.0343506949150036,-0.12662221751369598,0.09298215717596969,0.6266383081710123,-0.07269594538997658,-0.00989669325281109,0.016593680811243402,-0.003357332939134902,1.7290399901102735,0.8709500837905791,-0.9940178924830986,-1.002002004006012,2,False,False,True,True,False,False
4368,0.5653789733921195,-0.186896116948522,0.18720003567822707,-0.8107604844786181,0.11148912786427854,-1.5763817263373359,-0.00989669325281109,-1.1194040275379382,1.4985592028440973,-0.539917293647535,1.5700872170762141,1.0060181084889308,-1.002002004006012,2,False,True,False,True,False,False
2776,-1.3580245606469612,-0.3145385084082481,0.44028249792977786,1.5221565672343873,2.633008799891977,1.8496296268438637,-0.8813965468585481,0.596184348336336,1.623108378982219,-0.16175774635456697,-0.17775561613787322,-0.9940178924830986,-1.002002004006012,0,True,False,False,True,False,False
2970,-0.462268057651618,0.621505695629744,0.10621364775773073,1.150851450895681,1.7292383081257763,-0.585316097985667,0.06817956481840529,-0.8875677605279012,0.49483937161335184,-0.539917293647535,1.2205186504333967,-0.9940178924830986,-1.002002004006012,0,False,True,False,True,False,False
3867,-0.1050645441872171,-0.6634277117314996,-0.9871025891689685,0.8636154175015873,-1.4158830032205991,-0.20939465274882757,-0.29898986503001673,0.9439387488513917,1.3080722275740289,-1.2962363882334713,1.2205186504333967,1.0060181084889308,0.998001996005988,0,True,False,False,False,True,False
1743,1.5050989857369275,-0.6464087262035362,1.472858943916105,-0.012104196504796274,0.30128093113518045,-1.3457026576692748,-1.1430575198539754,0.596184348336336,1.080953141675101,1.7290399901102735,-1.2264613160663256,1.0060181084889308,-1.002002004006012,1,False,True,False,True,False,False
3948,-0.022632964156971067,-1.1910162630983678,-0.3797046797652468,-0.6776511031496479,0.3103186360528425,2.2682694181303447,-0.00989669325281109,1.7321820566855177,0.31167881846905526,-0.9180768409405031,-1.2264613160663256,1.0060181084889308,0.998001996005988,1,False,True,False,False,False,True
3802,-1.4239698246711583,0.7066006232695616,-2.0298023336453577,0.10699367100007184,1.3677301114192966,0.29468183063693565,-0.016227200663990644,-0.5629969867138492,0.41424872822986136,-0.16175774635456697,-1.576029882709143,-0.9940178924830986,-1.002002004006012,2,True,False,False,True,False,False
2024,-0.7425354297544553,-0.6208802479115909,0.07584375228754484,-1.1330253024329675,0.03014978360532068,-0.4998794058863855,-1.560871008991835,0.6425516017383435,0.003969089186636962,1.7290399901102735,-0.17775561613787322,-0.9940178924830986,0.998001996005988,0,True,False,False,True,False,False
2274,0.911591609519154,0.3747304054742734,0.8047212435720109,0.5343448426351869,-0.41269775736011727,0.20924513853765342,0.5239760984233426,1.6162639231804992,1.5278648913471846,0.9727208955243373,0.5213815171477617,-0.9940178924830986,0.998001996005988,2,False,True,False,False,True,False
99,-0.02812840282565404,0.12795511531880271,-0.2885949933546884,-0.012104196504796274,0.07533830819363051,1.5847758813360897,-0.00989669325281109,-0.6325478668168604,-0.7579788118936369,-0.16175774635456697,-1.576029882709143,1.0060181084889308,-1.002002004006012,0,False,True,False,True,False,False
4921,1.2523088069775055,0.55342975351789,0.23781652812853749,-0.7056741307978522,0.3374317508058285,2.0546776878821404,-1.1303965050316163,0.8280206153463732,1.1542173629328196,-0.9180768409405031,0.17181295050494425,-0.9940178924830986,-1.002002004006012,0,False,True,False,True,False,False
3407,0.6423151147536825,1.3873600443881016,-0.20760860543419207,-1.4342728496511634,-0.05118956065363738,0.4570115456255706,-1.641057436200111,0.6425516017383435,0.003969089186636962,-0.16175774635456697,1.5700872170762141,-0.9940178924830986,-1.002002004006012,2,False,False,True,True,False,False
4245,0.03781686119854307,0.46833482587807246,-1.8070897668639931,1.7953810868043794,0.9791087999598304,0.6962342835035599,0.5281964366974623,-1.3512402945479753,0.7659169902669108,0.5945613482313692,0.8709500837905791,1.0060181084889308,0.998001996005988,2,False,False,True,False,False,True
4619,-1.9185593048526361,1.8043251898232064,0.12646024473785483,1.0037305557426088,1.7473137179611002,-1.2602659655699933,-0.17237971680642303,0.8280206153463732,0.7146320353865078,-0.16175774635456697,0.5213815171477617,1.0060181084889308,0.998001996005988,2,False,True,False,False,False,True
4916,0.6368196760849996,-0.10180118930870447,1.1185434967639338,-1.0489562194883546,-0.5573010360427093,-1.2346349579402085,0.9755522937541605,-1.0730367741359308,0.6413678141287892,0.9727208955243373,-1.576029882709143,1.0060181084889308,0.998001996005988,0,False,True,False,True,False,False
